"","X.1","X","sampleID","collectDate","incubationPairID","soilAmmoniumNugPerGram","soilNitrateNitriteNugPerGram","soilInorganicNugPerGram","netNminugPerGramPerDay","netNitugPerGramPerDay","siteID","siteID_tosplit","plotID","soilHorizon","BD.plot.mean","BD.site.mean","bulkdensity","sample.area.cm2","sample.volume","g.soil","InorganicN.ugm2","InorganicN.ugHectare","InorganicN.gHectare","InorganicN.kgHectare"
"177",177,177,"HEAL_004-O-2-30-20210624","2021-06-24 23:19:00","HEAL_004-O-2-30",1.273,4.301,5.574,-0.001,-0.081,"HEAL","HEAL_004-O","HEAL_004","O",NA,0.45542,0.45542,10000,3e+05,136626,761553.324,7615533240,7615.53324,7.61553324
"178",178,178,"HEAL_004-O-22-33-20210624","2021-06-24 23:51:00","HEAL_004-O-22-33",8.122,7.144,15.266,1.851,-0.077,"HEAL","HEAL_004-O","HEAL_004","O",NA,0.45542,0.45542,10000,3e+05,136626,2085732.516,20857325160,20857.32516,20.85732516
"179",179,179,"HEAL_005-M-34.5-7.5-20210623","2021-06-23 19:43:00","HEAL_005-M-34.5-7.5",11.179,12.339,23.518,-0.539,-0.349,"HEAL","HEAL_005-M","HEAL_005","M",NA,0.45542,0.45542,10000,3e+05,136626,3213170.268,32131702680,32131.70268,32.13170268
"180",180,180,"HEAL_005-M-36-25-20210623","2021-06-23 19:14:00","HEAL_005-M-36-25",6.77,6.835,13.605,-0.589,-0.306,"HEAL","HEAL_005-M","HEAL_005","M",NA,0.45542,0.45542,10000,3e+05,136626,1858796.73,18587967300,18587.9673,18.5879673
"181",181,181,"HEAL_005-M-6-8.5-20210623","2021-06-23 20:08:00","HEAL_005-M-6-8.5",1.862,2.661,4.522,-0.139,-0.11,"HEAL","HEAL_005-M","HEAL_005","M",NA,0.45542,0.45542,10000,3e+05,136626,617822.772,6178227720,6178.22772,6.17822772
"182",182,182,"HEAL_005-O-34.5-7.5-20210623","2021-06-23 19:43:00","HEAL_005-O-34.5-7.5",0.742,6.048,6.79,-0.11,-0.098,"HEAL","HEAL_005-O","HEAL_005","O",NA,0.45542,0.45542,10000,3e+05,136626,927690.54,9276905400,9276.9054,9.2769054
"183",183,183,"HEAL_005-O-36-25-20210623","2021-06-23 19:14:00","HEAL_005-O-36-25",1.352,7.725,9.077,-0.358,-0.301,"HEAL","HEAL_005-O","HEAL_005","O",NA,0.45542,0.45542,10000,3e+05,136626,1240154.202,12401542020,12401.54202,12.40154202
"184",184,184,"HEAL_005-O-6-8.5-20210623","2021-06-23 20:08:00","HEAL_005-O-6-8.5",0.597,5.173,5.771,-0.186,-0.162,"HEAL","HEAL_005-O","HEAL_005","O",NA,0.45542,0.45542,10000,3e+05,136626,788468.646,7884686460,7884.68646,7.88468646
"185",185,185,"HEAL_010-M-10.5-4.5-20210625","2021-06-25 23:25:00","HEAL_010-M-10.5-4.5",0.652,5.881,6.533,-0.291,-0.29,"HEAL","HEAL_010-M","HEAL_010","M",NA,0.45542,0.45542,10000,3e+05,136626,892577.658,8925776580,8925.77658,8.92577658
"186",186,186,"HEAL_010-M-31.5-27.5-20210625","2021-06-26 00:23:00","HEAL_010-M-31.5-27.5",1.754,4.462,6.215,-0.151,-0.199,"HEAL","HEAL_010-M","HEAL_010","M",NA,0.45542,0.45542,10000,3e+05,136626,849130.59,8491305900,8491.3059,8.4913059
"187",187,187,"HEAL_010-M-9.5-29-20210625","2021-06-25 23:53:00","HEAL_010-M-9.5-29",0.606,2.501,3.106,-0.063,-0.09,"HEAL","HEAL_010-M","HEAL_010","M",NA,0.45542,0.45542,10000,3e+05,136626,424360.356,4243603560,4243.60356,4.24360356
"188",188,188,"HEAL_010-O-10.5-4.5-20210625","2021-06-25 23:25:00","HEAL_010-O-10.5-4.5",2.769,9.812,12.581,-0.198,-0.258,"HEAL","HEAL_010-O","HEAL_010","O",NA,0.45542,0.45542,10000,3e+05,136626,1718891.706,17188917060,17188.91706,17.18891706
"189",189,189,"HEAL_010-O-31.5-27.5-20210625","2021-06-26 00:23:00","HEAL_010-O-31.5-27.5",4.304,20.899,25.203,-0.299,-0.641,"HEAL","HEAL_010-O","HEAL_010","O",NA,0.45542,0.45542,10000,3e+05,136626,3443385.078,34433850780,34433.85078,34.43385078
"190",190,190,"HEAL_010-O-9.5-29-20210625","2021-06-25 23:53:00","HEAL_010-O-9.5-29",2.488,17.126,19.615,-0.794,-0.777,"HEAL","HEAL_010-O","HEAL_010","O",NA,0.45542,0.45542,10000,3e+05,136626,2679918.99,26799189900,26799.1899,26.7991899
"191",191,191,"HEAL_011-M-2.5-12.5-20210625","2021-06-25 20:48:00","HEAL_011-M-2.5-12.5",4.799,22.357,27.156,1.999,-0.092,"HEAL","HEAL_011-M","HEAL_011","M",NA,0.45542,0.45542,10000,3e+05,136626,3710215.656,37102156560,37102.15656,37.10215656
"192",192,192,"HEAL_011-M-31-19.5-20210625","2021-06-25 21:23:00","HEAL_011-M-31-19.5",1.204,2.956,4.16,-0.109,-0.094,"HEAL","HEAL_011-M","HEAL_011","M",NA,0.45542,0.45542,10000,3e+05,136626,568364.16,5683641600,5683.6416,5.6836416
"193",193,193,"HEAL_011-M-34.5-38-20210625","2021-06-25 20:04:00","HEAL_011-M-34.5-38",7.338,16.073,23.411,NA,NA,"HEAL","HEAL_011-M","HEAL_011","M",NA,0.45542,0.45542,10000,3e+05,136626,3198551.286,31985512860,31985.51286,31.98551286
"194",194,194,"HEAL_011-O-2.5-12.5-20210625","2021-06-25 20:31:00","HEAL_011-O-2.5-12.5",6.711,42.37,49.081,-1.997,-2.004,"HEAL","HEAL_011-O","HEAL_011","O",NA,0.45542,0.45542,10000,3e+05,136626,6705740.706,67057407060,67057.40706,67.05740706
"195",195,195,"HEAL_011-O-31-19.5-20210625","2021-06-25 21:23:00","HEAL_011-O-31-19.5",1.163,16.857,18.02,-0.586,-0.529,"HEAL","HEAL_011-O","HEAL_011","O",NA,0.45542,0.45542,10000,3e+05,136626,2462000.52,24620005200,24620.0052,24.6200052
"196",196,196,"HEAL_011-O-34.5-38-20210625","2021-06-25 20:04:00","HEAL_011-O-34.5-38",1.973,64.736,66.709,-2.462,-2.954,"HEAL","HEAL_011-O","HEAL_011","O",NA,0.45542,0.45542,10000,3e+05,136626,9114183.834,91141838340,91141.83834,91.14183834
"197",197,197,"HEAL_025-M-38-26-20210624","2021-06-25 02:59:00","HEAL_025-M-38-26",4.814,4.989,9.803,-0.168,-0.212,"HEAL","HEAL_025-M","HEAL_025","M",NA,0.45542,0.45542,10000,3e+05,136626,1339344.678,13393446780,13393.44678,13.39344678
"198",198,198,"HEAL_025-M-6.5-16-20210624","2021-06-25 02:12:00","HEAL_025-M-6.5-16",0.75,2.041,2.791,-0.013,-0.043,"HEAL","HEAL_025-M","HEAL_025","M",NA,0.45542,0.45542,10000,3e+05,136626,381323.166,3813231660,3813.23166,3.81323166
"199",199,199,"HEAL_025-M-8.5-37-20210624","2021-06-25 02:45:00","HEAL_025-M-8.5-37",1.163,3.717,4.88,-0.092,-0.142,"HEAL","HEAL_025-M","HEAL_025","M",NA,0.45542,0.45542,10000,3e+05,136626,666734.88,6667348800,6667.3488,6.6673488
"200",200,200,"HEAL_025-O-38-26-20210624","2021-06-25 02:59:00","HEAL_025-O-38-26",28.763,9.919,38.682,4.378,0.836,"HEAL","HEAL_025-O","HEAL_025","O",NA,0.45542,0.45542,10000,3e+05,136626,5284966.932,52849669320,52849.66932,52.84966932
"201",201,201,"HEAL_025-O-6.5-16-20210624","2021-06-25 01:48:00","HEAL_025-O-6.5-16",0.778,7.73,8.508,0.247,0.035,"HEAL","HEAL_025-O","HEAL_025","O",NA,0.45542,0.45542,10000,3e+05,136626,1162414.008,11624140080,11624.14008,11.62414008
"202",202,202,"HEAL_025-O-8.5-37-20210624","2021-06-25 02:31:00","HEAL_025-O-8.5-37",2.824,5.931,8.755,3.74,0.327,"HEAL","HEAL_025-O","HEAL_025","O",NA,0.45542,0.45542,10000,3e+05,136626,1196160.63,11961606300,11961.6063,11.9616063
"203",203,203,"HEAL_045-M-6-10-20210622","2021-06-22 23:48:00","HEAL_045-M-6-10",11.68,13.849,25.529,-0.128,-0.205,"HEAL","HEAL_045-M","HEAL_045","M",NA,0.45542,0.45542,10000,3e+05,136626,3487925.154,34879251540,34879.25154,34.87925154
"204",204,204,"HEAL_045-O-18.5-34-20210622","2021-06-23 00:30:00","HEAL_045-O-18.5-34",0,17.682,17.682,-0.734,-0.734,"HEAL","HEAL_045-O","HEAL_045","O",NA,0.45542,0.45542,10000,3e+05,136626,2415820.932,24158209320,24158.20932,24.15820932
"205",205,205,"HEAL_045-O-20.5-30-20210622","2021-06-23 00:55:00","HEAL_045-O-20.5-30",0,19.12,19.12,-0.818,-0.818,"HEAL","HEAL_045-O","HEAL_045","O",NA,0.45542,0.45542,10000,3e+05,136626,2612289.12,26122891200,26122.8912,26.1228912
"206",206,206,"HEAL_045-O-6-10-20210622","2021-06-22 23:48:00","HEAL_045-O-6-10",1.685,9.804,11.489,-0.283,-0.329,"HEAL","HEAL_045-O","HEAL_045","O",NA,0.45542,0.45542,10000,3e+05,136626,1569696.114,15696961140,15696.96114,15.69696114
"207",207,207,"HEAL_046-M-1.5-29-20210622","2021-06-22 19:51:00","HEAL_046-M-1.5-29",5.186,5.345,10.531,-0.318,-0.192,"HEAL","HEAL_046-M","HEAL_046","M",NA,0.45542,0.45542,10000,3e+05,136626,1438808.406,14388084060,14388.08406,14.38808406
"208",208,208,"HEAL_046-M-32.5-29.5-20210622","2021-06-22 20:39:00","HEAL_046-M-32.5-29.5",7.715,11.637,19.352,-0.456,-0.364,"HEAL","HEAL_046-M","HEAL_046","M",NA,0.45542,0.45542,10000,3e+05,136626,2643986.352,26439863520,26439.86352,26.43986352
"209",209,209,"HEAL_046-M-8.5-7-20210622","2021-06-22 20:28:00","HEAL_046-M-8.5-7",1.501,3.069,4.569,-0.124,-0.083,"HEAL","HEAL_046-M","HEAL_046","M",NA,0.45542,0.45542,10000,3e+05,136626,624244.194,6242441940,6242.44194,6.24244194
"210",210,210,"HEAL_046-O-1.5-29-20210622","2021-06-22 19:51:00","HEAL_046-O-1.5-29",0.959,4.172,5.131,0.245,-0.013,"HEAL","HEAL_046-O","HEAL_046","O",NA,0.45542,0.45542,10000,3e+05,136626,701028.006,7010280060,7010.28006,7.01028006
"211",211,211,"HEAL_046-O-32.5-29.5-20210622","2021-06-22 20:39:00","HEAL_046-O-32.5-29.5",2.413,14.082,16.495,0.063,-0.271,"HEAL","HEAL_046-O","HEAL_046","O",NA,0.45542,0.45542,10000,3e+05,136626,2253645.87,22536458700,22536.4587,22.5364587
"212",212,212,"HEAL_046-O-8.5-7-20210622","2021-06-22 20:28:00","HEAL_046-O-8.5-7",3.107,8.462,11.568,-0.262,-0.325,"HEAL","HEAL_046-O","HEAL_046","O",NA,0.45542,0.45542,10000,3e+05,136626,1580489.568,15804895680,15804.89568,15.80489568
"213",213,213,"HEAL_047-M-12.5-34.5-20210622","2021-06-22 22:53:00","HEAL_047-M-12.5-34.5",0.675,3.495,4.17,-0.105,-0.109,"HEAL","HEAL_047-M","HEAL_047","M",NA,0.45542,0.45542,10000,3e+05,136626,569730.42,5697304200,5697.3042,5.6973042
"214",214,214,"HEAL_047-M-30-36.5-20210622","2021-06-22 21:55:00","HEAL_047-M-30-36.5",0.767,3.722,4.489,-0.18,-0.146,"HEAL","HEAL_047-M","HEAL_047","M",NA,0.45542,0.45542,10000,3e+05,136626,613314.114,6133141140,6133.14114,6.13314114
"215",215,215,"HEAL_047-M-36.5-11.5-20210622","2021-06-22 22:02:00","HEAL_047-M-36.5-11.5",1.377,1.371,2.748,0.05,-0.012,"HEAL","HEAL_047-M","HEAL_047","M",NA,0.45542,0.45542,10000,3e+05,136626,375448.248,3754482480,3754.48248,3.75448248
"216",216,216,"HEAL_047-O-12.5-34.5-20210622","2021-06-22 22:53:00","HEAL_047-O-12.5-34.5",0.21,2.817,3.026,0.026,-0.063,"HEAL","HEAL_047-O","HEAL_047","O",NA,0.45542,0.45542,10000,3e+05,136626,413430.276,4134302760,4134.30276,4.13430276
"217",217,217,"HEAL_047-O-30-36.5-20210622","2021-06-22 21:55:00","HEAL_047-O-30-36.5",1.759,12.182,13.941,-0.436,-0.453,"HEAL","HEAL_047-O","HEAL_047","O",NA,0.45542,0.45542,10000,3e+05,136626,1904703.066,19047030660,19047.03066,19.04703066
"218",218,218,"HEAL_047-O-36.5-11.5-20210622","2021-06-22 22:02:00","HEAL_047-O-36.5-11.5",0,8.977,8.977,0.076,-0.355,"HEAL","HEAL_047-O","HEAL_047","O",NA,0.45542,0.45542,10000,3e+05,136626,1226491.602,12264916020,12264.91602,12.26491602
"219",219,219,"HEAL_048-M-2-7.5-20210622","2021-06-23 00:19:00","HEAL_048-M-2-7.5",17.844,20.142,37.986,-1.591,-0.836,"HEAL","HEAL_048-M","HEAL_048","M",NA,0.45542,0.45542,10000,3e+05,136626,5189875.236,51898752360,51898.75236,51.89875236
"220",220,220,"HEAL_048-M-9.5-21.5-20210622","2021-06-23 01:01:00","HEAL_048-M-9.5-21.5",3.578,24.475,28.053,-0.741,-0.751,"HEAL","HEAL_048-M","HEAL_048","M",NA,0.45542,0.45542,10000,3e+05,136626,3832769.178,38327691780,38327.69178,38.32769178
"221",221,221,"HEAL_048-O-2-7.5-20210622","2021-06-23 00:19:00","HEAL_048-O-2-7.5",0,4.806,4.806,-0.022,-0.172,"HEAL","HEAL_048-O","HEAL_048","O",NA,0.45542,0.45542,10000,3e+05,136626,656624.556,6566245560,6566.24556,6.56624556
"222",222,222,"HEAL_048-O-39-24.5-20210622","2021-06-22 23:53:00","HEAL_048-O-39-24.5",12.079,27.362,39.441,-1.416,-1.174,"HEAL","HEAL_048-O","HEAL_048","O",NA,0.45542,0.45542,10000,3e+05,136626,5388666.066,53886660660,53886.66066,53.88666066
"223",223,223,"HEAL_048-O-9.5-21.5-20210622","2021-06-23 01:01:00","HEAL_048-O-9.5-21.5",3.059,22.224,25.283,-0.896,-0.847,"HEAL","HEAL_048-O","HEAL_048","O",NA,0.45542,0.45542,10000,3e+05,136626,3454315.158,34543151580,34543.15158,34.54315158
"224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BONA",NA,NA,NA,0.691314285714286,0.691314285714286,0.691314285714286,10000,3e+05,207394.285714286,NA,NA,NA,NA
"225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEJU",NA,"DEJU_027",NA,1.16,1.173125,1.16,10000,3e+05,348000,NA,NA,NA,NA
"226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEJU",NA,"DEJU_011",NA,0.57,1.173125,0.57,10000,3e+05,171000,NA,NA,NA,NA
"227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEJU",NA,"DEJU_005",NA,0.57,1.173125,0.57,10000,3e+05,171000,NA,NA,NA,NA
"228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEJU",NA,"DEJU_008",NA,0.87,1.173125,0.87,10000,3e+05,261000,NA,NA,NA,NA
"229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEJU",NA,"DEJU_025",NA,0.9,1.173125,0.9,10000,3e+05,270000,NA,NA,NA,NA
"230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEJU",NA,"DEJU_010",NA,0.83,1.173125,0.83,10000,3e+05,249000,NA,NA,NA,NA
"231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEJU",NA,"DEJU_017",NA,1.69,1.173125,1.69,10000,3e+05,507000,NA,NA,NA,NA
"232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEJU",NA,"DEJU_016",NA,1.85333333333333,1.173125,1.85333333333333,10000,3e+05,556000,NA,NA,NA,NA
"233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEJU",NA,"DEJU_012",NA,1.12,1.173125,1.12,10000,3e+05,336000,NA,NA,NA,NA
"234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEJU",NA,"DEJU_023",NA,1.02,1.173125,1.02,10000,3e+05,306000,NA,NA,NA,NA
"235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEJU",NA,"DEJU_004",NA,0.92,1.173125,0.92,10000,3e+05,276000,NA,NA,NA,NA
"236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEJU",NA,"DEJU_024",NA,1.185,1.173125,1.185,10000,3e+05,355500,NA,NA,NA,NA
"237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAL",NA,NA,NA,0.45542,0.45542,0.45542,10000,3e+05,136626,NA,NA,NA,NA
