"","siteID","plotID","totalSampledAreaTrees","plot.AGB","AGB.kg.m2","AGB.Mg.ha","AGB.C.Mg.ha"
"1","DEJU","DEJU_045",800,455.392881830371,0.569241102287963,5.69241102287963,2.67543318075343
"2","DEJU","DEJU_052",800,291.036842203707,0.363796052754634,3.63796052754634,1.70984144794678
"3","DEJU","DEJU_056",800,995.300168099969,1.24412521012496,12.4412521012496,5.84738848758732
"4","DEJU","DEJU_057",800,632.484083167929,0.790605103959911,7.90605103959911,3.71584398861158
"5","DEJU","DEJU_063",800,1885.01983783336,2.3562747972917,23.562747972917,11.074491547271
"6","BONA","BONA_001",400,5223.63156846446,13.0590789211611,130.590789211611,61.3776709294574
"7","BONA","BONA_002",400,4360.34474488831,10.9008618622208,109.008618622208,51.2340507524376
"8","BONA","BONA_003",400,263.945531587844,0.659863828969609,6.59863828969609,3.10135999615716
"9","BONA","BONA_004",400,1169.81101064636,2.92452752661589,29.2452752661589,13.7452793750947
"10","BONA","BONA_005",400,1913.0007522692,4.78250188067299,47.8250188067299,22.4777588391631
"11","BONA","BONA_006",400,101.363958855758,0.253409897139394,2.53409897139394,1.19102651655515
"12","BONA","BONA_007",400,3162.78585065989,7.90696462664972,79.0696462664972,37.1627337452537
"13","BONA","BONA_009",400,216.452128064907,0.541130320162266,5.41130320162266,2.54331250476265
"14","BONA","BONA_011",400,1165.66693167538,2.91416732918846,29.1416732918846,13.6965864471858
"15","BONA","BONA_013",400,2835.89927572364,7.08974818930911,70.8974818930911,33.3218164897528
"16","BONA","BONA_014",400,2417.42648218851,6.04356620547128,60.4356620547128,28.404761165715
"17","BONA","BONA_016",400,465.767603019382,1.16441900754845,11.6441900754845,5.47276933547774
"18","BONA","BONA_018",400,958.906243260725,2.39726560815181,23.9726560815181,11.2671483583135
"19","BONA","BONA_023",400,12.0336007965417,0.0300840019913543,0.300840019913543,0.141394809359365
"20","BONA","BONA_026",400,2383.35547863246,5.95838869658114,59.5838869658114,28.0044268739314
"21","BONA","BONA_085",800,1147.50912161351,1.43438640201688,14.3438640201688,6.74161608947934
"22","HEAL","HEAL_016",400,6.18538204406823,0.0154634551101706,0.154634551101706,0.0726782390178017
"23","HEAL","HEAL_023",400,109.706547450662,0.274266368626654,2.74266368626654,1.28905193254528
"24","HEAL","HEAL_026",400,645.188986745767,1.61297246686442,16.1297246686442,7.58097059426277
