"","X.1","X","sampleID","collectDate","incubationPairID","soilAmmoniumNugPerGram","soilNitrateNitriteNugPerGram","soilInorganicNugPerGram","netNminugPerGramPerDay","netNitugPerGramPerDay","siteID","siteID_tosplit","plotID","soilHorizon","BD.plot.mean","BD.site.mean","bulkdensity","sample.area.cm2","sample.volume","g.soil","InorganicN.ugm2","InorganicN.ugHectare","InorganicN.gHectare","InorganicN.kgHectare"
"11",11,11,"BLAN_003-M-5.5-8.5-20200716","2020-07-16 13:01:00","BLAN_003-M-5.5-8.5",0.756,0.348,1.104,0.465,0.43,"BLAN","BLAN_003-M","BLAN_003","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,492271.346938776,4922713469.38776,4922.71346938776,4.92271346938776
"12",12,12,"BLAN_003-M-7-35.5-20200716","2020-07-16 13:21:00","BLAN_003-M-7-35.5",0.581,0.232,0.813,0.108,0.062,"BLAN","BLAN_003-M","BLAN_003","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,362515.040816326,3625150408.16326,3625.15040816326,3.62515040816326
"13",13,13,"BLAN_004-M-14.5-5-20200309","2020-03-09 17:50:00","BLAN_004-M-14.5-5",2.567,1.021,3.588,NA,NA,"BLAN","BLAN_004-M","BLAN_004","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1599881.87755102,15998818775.5102,15998.8187755102,15.9988187755102
"14",14,14,"BLAN_004-M-2-17.5-20201013","2020-10-13 14:35:00","BLAN_004-M-2-17.5",2.234,0.643,2.877,0.085,0.088,"BLAN","BLAN_004-M","BLAN_004","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1282848.42857143,12828484285.7143,12828.4842857143,12.8284842857143
"15",15,15,"BLAN_004-M-2-5-20200715","2020-07-15 13:27:00","BLAN_004-M-2-5",3.218,1.617,4.835,1.128,0.766,"BLAN","BLAN_004-M","BLAN_004","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,2155916.63265306,21559166326.5306,21559.1663265306,21.5591663265306
"16",16,16,"BLAN_004-M-2.5-37.5-20200309","2020-03-09 18:59:00","BLAN_004-M-2.5-37.5",1.725,0.732,2.457,NA,NA,"BLAN","BLAN_004-M","BLAN_004","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1095571.28571429,10955712857.1429,10955.7128571429,10.9557128571429
"17",17,17,"BLAN_004-M-3.5-24.5-20201013","2020-10-13 15:06:00","BLAN_004-M-3.5-24.5",1.593,3.335,4.927,0.033,0.048,"BLAN","BLAN_004-M","BLAN_004","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,2196939.24489796,21969392448.9796,21969.3924489796,21.9693924489796
"18",18,18,"BLAN_004-M-30.5-7.5-20201013","2020-10-13 15:30:00","BLAN_004-M-30.5-7.5",1.676,0.954,2.63,0.18,0.103,"BLAN","BLAN_004-M","BLAN_004","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1172711.63265306,11727116326.5306,11727.1163265306,11.7271163265306
"19",19,19,"BLAN_004-M-34.5-21-20200309","2020-03-09 18:31:00","BLAN_004-M-34.5-21",1.889,0.526,2.415,NA,NA,"BLAN","BLAN_004-M","BLAN_004","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1076843.57142857,10768435714.2857,10768.4357142857,10.7684357142857
"20",20,20,"BLAN_004-M-36-1-20200715","2020-07-15 14:41:00","BLAN_004-M-36-1",0.806,1.18,1.986,0.559,0.522,"BLAN","BLAN_004-M","BLAN_004","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,885553.346938775,8855533469.38775,8855.53346938775,8.85553346938775
"21",21,21,"BLAN_004-M-6.5-28-20200715","2020-07-15 15:30:00","BLAN_004-M-6.5-28",2.99,1.215,4.205,0.621,0.374,"BLAN","BLAN_004-M","BLAN_004","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1875000.91836735,18750009183.6735,18750.0091836735,18.7500091836735
"22",22,22,"BLAN_005-M-1-39.5-20200713","2020-07-13 15:03:00","BLAN_005-M-1-39.5",2.977,0.238,3.214,0.14,0.196,"BLAN","BLAN_005-M","BLAN_005","M",1.56,1.48632653061224,1.56,10000,3e+05,468000,1504152,15041520000,15041.52,15.04152
"23",23,23,"BLAN_005-M-23.5-33.5-20201013","2020-10-13 17:01:00","BLAN_005-M-23.5-33.5",3.373,0.728,4.101,0.044,0.068,"BLAN","BLAN_005-M","BLAN_005","M",1.56,1.48632653061224,1.56,10000,3e+05,468000,1919268,19192680000,19192.68,19.19268
"24",24,24,"BLAN_005-M-30-12.5-20200309","2020-03-09 15:57:00","BLAN_005-M-30-12.5",7.425,1.494,8.919,NA,NA,"BLAN","BLAN_005-M","BLAN_005","M",1.56,1.48632653061224,1.56,10000,3e+05,468000,4174092,41740920000,41740.92,41.74092
"25",25,25,"BLAN_005-M-32-35-20200713","2020-07-13 15:54:00","BLAN_005-M-32-35",1.175,0.71,1.885,0.728,0.703,"BLAN","BLAN_005-M","BLAN_005","M",1.56,1.48632653061224,1.56,10000,3e+05,468000,882180,8821800000,8821.8,8.8218
"26",26,26,"BLAN_005-M-37.5-23-20200309","2020-03-09 15:14:00","BLAN_005-M-37.5-23",2.796,0.811,3.607,NA,NA,"BLAN","BLAN_005-M","BLAN_005","M",1.56,1.48632653061224,1.56,10000,3e+05,468000,1688076,16880760000,16880.76,16.88076
"27",27,27,"BLAN_005-M-38-14-20201013","2020-10-13 16:37:00","BLAN_005-M-38-14",4.641,0.254,4.895,0.093,0.132,"BLAN","BLAN_005-M","BLAN_005","M",1.56,1.48632653061224,1.56,10000,3e+05,468000,2290860,22908600000,22908.6,22.9086
"28",28,28,"BLAN_005-M-4-29-20200309","2020-03-09 14:34:00","BLAN_005-M-4-29",3.327,0.751,4.078,NA,NA,"BLAN","BLAN_005-M","BLAN_005","M",1.56,1.48632653061224,1.56,10000,3e+05,468000,1908504,19085040000,19085.04,19.08504
"29",29,29,"BLAN_005-M-6.5-13-20201013","2020-10-13 14:39:00","BLAN_005-M-6.5-13",1.94,2.196,4.136,0.387,0.374,"BLAN","BLAN_005-M","BLAN_005","M",1.56,1.48632653061224,1.56,10000,3e+05,468000,1935648,19356480000,19356.48,19.35648
"30",30,30,"BLAN_005-M-8-0-20200713","2020-07-13 14:34:00","BLAN_005-M-8-0",0.86,0.73,1.59,1.435,1.052,"BLAN","BLAN_005-M","BLAN_005","M",1.56,1.48632653061224,1.56,10000,3e+05,468000,744120,7441200000,7441.2,7.4412
"31",31,31,"BLAN_006-M-0-20.5-20200309","2020-03-09 16:31:00","BLAN_006-M-0-20.5",2.886,1.974,4.86,NA,NA,"BLAN","BLAN_006-M","BLAN_006","M",1.61333333333333,1.48632653061224,1.61333333333333,10000,3e+05,484000,2352240,23522400000,23522.4,23.5224
"32",32,32,"BLAN_006-M-17.5-2.5-20200715","2020-07-15 17:05:00","BLAN_006-M-17.5-2.5",1.919,0.619,2.538,0.68,0.428,"BLAN","BLAN_006-M","BLAN_006","M",1.61333333333333,1.48632653061224,1.61333333333333,10000,3e+05,484000,1228392,12283920000,12283.92,12.28392
"33",33,33,"BLAN_006-M-28.5-3-20200715","2020-07-15 18:04:00","BLAN_006-M-28.5-3",1.156,0.486,1.642,0.19,0.181,"BLAN","BLAN_006-M","BLAN_006","M",1.61333333333333,1.48632653061224,1.61333333333333,10000,3e+05,484000,794728,7947280000,7947.28,7.94728
"34",34,34,"BLAN_006-M-33-26.5-20200715","2020-07-15 18:48:00","BLAN_006-M-33-26.5",0.731,0.593,1.324,0.325,0.27,"BLAN","BLAN_006-M","BLAN_006","M",1.61333333333333,1.48632653061224,1.61333333333333,10000,3e+05,484000,640816,6408160000,6408.16,6.40816
"35",35,35,"BLAN_006-M-33.5-6-20200309","2020-03-09 16:56:00","BLAN_006-M-33.5-6",1.983,0.535,2.518,NA,NA,"BLAN","BLAN_006-M","BLAN_006","M",1.61333333333333,1.48632653061224,1.61333333333333,10000,3e+05,484000,1218712,12187120000,12187.12,12.18712
"36",36,36,"BLAN_006-M-6-7.5-20200309","2020-03-09 16:06:00","BLAN_006-M-6-7.5",4.613,5.53,10.143,NA,NA,"BLAN","BLAN_006-M","BLAN_006","M",1.61333333333333,1.48632653061224,1.61333333333333,10000,3e+05,484000,4909212,49092120000,49092.12,49.09212
"37",37,37,"BLAN_007-M-14-30-20200713","2020-07-13 17:46:00","BLAN_007-M-14-30",3.496,21.908,25.404,0.021,0.148,"BLAN","BLAN_007-M","BLAN_007","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,11327591.755102,113275917551.02,113275.91755102,113.27591755102
"38",38,38,"BLAN_007-M-15-1.5-20201014","2020-10-14 16:08:00","BLAN_007-M-15-1.5",3.21,1.342,4.552,0.312,0.342,"BLAN","BLAN_007-M","BLAN_007","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,2029727.51020408,20297275102.0408,20297.2751020408,20.2972751020408
"39",39,39,"BLAN_007-M-15.5-31-20200309","2020-03-09 16:42:00","BLAN_007-M-15.5-31",2.115,4.672,6.787,NA,NA,"BLAN","BLAN_007-M","BLAN_007","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,3026309.44897959,30263094489.7959,30263.0944897959,30.2630944897959
"40",40,40,"BLAN_007-M-30.5-1-20200713","2020-07-13 18:45:00","BLAN_007-M-30.5-1",0.426,4.28,4.707,0.61,0.593,"BLAN","BLAN_007-M","BLAN_007","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,2098841.69387755,20988416938.7755,20988.4169387755,20.9884169387755
"41",41,41,"BLAN_007-M-30.5-14.5-20200309","2020-03-09 17:57:00","BLAN_007-M-30.5-14.5",1.405,3.943,5.347,NA,NA,"BLAN","BLAN_007-M","BLAN_007","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,2384216.3877551,23842163877.551,23842.163877551,23.842163877551
"42",42,42,"BLAN_007-M-36-30.5-20200713","2020-07-13 18:13:00","BLAN_007-M-36-30.5",0.993,4.527,5.52,0.228,0.255,"BLAN","BLAN_007-M","BLAN_007","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,2461356.73469388,24613567346.9388,24613.5673469388,24.6135673469388
"43",43,43,"BLAN_007-M-37.5-4-20201014","2020-10-14 15:18:00","BLAN_007-M-37.5-4",2.342,0.815,3.158,0.234,0.283,"BLAN","BLAN_007-M","BLAN_007","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1408145.75510204,14081457551.0204,14081.4575510204,14.0814575510204
"44",44,44,"BLAN_007-M-39-23-20201014","2020-10-14 14:45:00","BLAN_007-M-39-23",2.249,1.095,3.344,0.195,0.281,"BLAN","BLAN_007-M","BLAN_007","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1491082.7755102,14910827755.102,14910.827755102,14.910827755102
"45",45,45,"BLAN_007-M-4-12.5-20200309","2020-03-09 17:21:00","BLAN_007-M-4-12.5",2.508,1.647,4.155,NA,NA,"BLAN","BLAN_007-M","BLAN_007","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1852706.02040816,18527060204.0816,18527.0602040816,18.5270602040816
"46",46,46,"BLAN_031-M-11.5-9-20200713","2020-07-13 14:47:00","BLAN_031-M-11.5-9",7.267,3.067,10.334,0.248,0.281,"BLAN","BLAN_031-M","BLAN_031","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,4607909.51020408,46079095102.0408,46079.0951020408,46.0790951020408
"47",47,47,"BLAN_031-M-13.5-33-20200310","2020-03-10 16:45:00","BLAN_031-M-13.5-33",2.2,0.898,3.098,NA,NA,"BLAN","BLAN_031-M","BLAN_031","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1381391.87755102,13813918775.5102,13813.9187755102,13.8139187755102
"48",48,48,"BLAN_031-M-14.5-39-20200713","2020-07-13 15:33:00","BLAN_031-M-14.5-39",4.631,1.12,5.751,1.063,0.491,"BLAN","BLAN_031-M","BLAN_031","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,2564359.16326531,25643591632.6531,25643.5916326531,25.6435916326531
"49",49,49,"BLAN_031-M-28.5-4-20201013","2020-10-13 17:30:00","BLAN_031-M-28.5-4",2.661,0.608,3.268,0.075,0.079,"BLAN","BLAN_031-M","BLAN_031","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1457194.53061224,14571945306.1224,14571.9453061224,14.5719453061224
"50",50,50,"BLAN_031-M-29-4.5-20200310","2020-03-10 17:04:00","BLAN_031-M-29-4.5",1.986,0.586,2.572,NA,NA,"BLAN","BLAN_031-M","BLAN_031","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1146849.55102041,11468495510.2041,11468.4955102041,11.4684955102041
"51",51,51,"BLAN_031-M-35.5-32-20200713","2020-07-13 16:11:00","BLAN_031-M-35.5-32",5.528,1.165,6.693,0.197,0.157,"BLAN","BLAN_031-M","BLAN_031","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,2984395.04081633,29843950408.1633,29843.9504081633,29.8439504081633
"52",52,52,"BLAN_031-M-37-39-20201013","2020-10-13 17:52:00","BLAN_031-M-37-39",3.093,0.577,3.67,0.038,0.073,"BLAN","BLAN_031-M","BLAN_031","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1636445.51020408,16364455102.0408,16364.4551020408,16.3644551020408
"53",53,53,"BLAN_031-M-6-10.5-20201013","2020-10-13 17:02:00","BLAN_031-M-6-10.5",3.549,0.864,4.413,0.139,0.163,"BLAN","BLAN_031-M","BLAN_031","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1967747.69387755,19677476938.7755,19677.4769387755,19.6774769387755
"54",54,54,"BLAN_031-M-7-12-20200310","2020-03-10 16:18:00","BLAN_031-M-7-12",1.731,0.425,2.156,NA,NA,"BLAN","BLAN_031-M","BLAN_031","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,961356,9613560000,9613.56,9.61356
"55",55,55,"BLAN_032-M-15-33-20201014","2020-10-14 13:59:00","BLAN_032-M-15-33",2.221,0.587,2.809,-0.071,-0.004,"BLAN","BLAN_032-M","BLAN_032","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1252527.36734694,12525273673.4694,12525.2736734694,12.5252736734694
"56",56,56,"BLAN_032-M-2-8-20200714","2020-07-14 16:02:00","BLAN_032-M-2-8",1.616,0.366,1.983,0.084,0.023,"BLAN","BLAN_032-M","BLAN_032","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,884215.653061224,8842156530.61225,8842.15653061224,8.84215653061224
"57",57,57,"BLAN_032-M-26-34-20200714","2020-07-14 14:56:00","BLAN_032-M-26-34",1.154,0.221,1.376,1.289,0.067,"BLAN","BLAN_032-M","BLAN_032","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,613555.591836735,6135555918.36735,6135.55591836735,6.13555591836735
"58",58,58,"BLAN_032-M-26.5-8.5-20200311","2020-03-11 15:29:00","BLAN_032-M-26.5-8.5",4.424,0.8,5.224,NA,NA,"BLAN","BLAN_032-M","BLAN_032","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,2329370.93877551,23293709387.7551,23293.7093877551,23.2937093877551
"59",59,59,"BLAN_032-M-29-8-20201014","2020-10-14 13:27:00","BLAN_032-M-29-8",2.852,0.345,3.197,-0.057,0.008,"BLAN","BLAN_032-M","BLAN_032","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1425535.7755102,14255357755.102,14255.357755102,14.255357755102
"60",60,60,"BLAN_032-M-33-30-20200311","2020-03-11 15:51:00","BLAN_032-M-33-30",2.506,1.1,3.606,NA,NA,"BLAN","BLAN_032-M","BLAN_032","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1607908.04081633,16079080408.1633,16079.0804081633,16.0790804081633
"61",61,61,"BLAN_032-M-4-31-20200311","2020-03-11 16:12:00","BLAN_032-M-4-31",4.605,0.598,5.203,NA,NA,"BLAN","BLAN_032-M","BLAN_032","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,2320007.08163265,23200070816.3265,23200.0708163265,23.2000708163265
"62",62,62,"BLAN_032-M-6.5-24.5-20200714","2020-07-14 15:22:00","BLAN_032-M-6.5-24.5",0.944,0.29,1.234,0.038,0.027,"BLAN","BLAN_032-M","BLAN_032","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,550238.081632653,5502380816.32653,5502.38081632653,5.50238081632653
"63",63,63,"BLAN_032-M-7-7-20201014","2020-10-14 12:53:00","BLAN_032-M-7-7",3.823,0.725,4.548,0.313,0.219,"BLAN","BLAN_032-M","BLAN_032","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,2027943.91836735,20279439183.6735,20279.4391836735,20.2794391836735
"64",64,64,"BLAN_033-M-11.5-4.5-20200311","2020-03-11 12:20:00","BLAN_033-M-11.5-4.5",1.418,2.062,3.48,NA,NA,"BLAN","BLAN_033-M","BLAN_033","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1551724.89795918,15517248979.5918,15517.2489795918,15.5172489795918
"65",65,65,"BLAN_033-M-15-35-20200311","2020-03-11 12:41:00","BLAN_033-M-15-35",3.817,0.65,4.467,NA,NA,"BLAN","BLAN_033-M","BLAN_033","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1991826.18367347,19918261836.7347,19918.2618367347,19.9182618367347
"66",66,66,"BLAN_033-M-15.5-1-20200713","2020-07-13 19:35:00","BLAN_033-M-15.5-1",1.162,6.673,7.835,0.425,0.326,"BLAN","BLAN_033-M","BLAN_033","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,3493610.51020408,34936105102.0408,34936.1051020408,34.9361051020408
"67",67,67,"BLAN_033-M-27.5-30-20200713","2020-07-13 18:45:00","BLAN_033-M-27.5-30",1.312,5.926,7.238,0.504,0.146,"BLAN","BLAN_033-M","BLAN_033","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,3227409.42857143,32274094285.7143,32274.0942857143,32.2740942857143
"68",68,68,"BLAN_033-M-31-7.5-20201014","2020-10-14 17:18:00","BLAN_033-M-31-7.5",0.788,12.173,12.96,-0.096,-0.119,"BLAN","BLAN_033-M","BLAN_033","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,5778837.55102041,57788375510.2041,57788.3755102041,57.7883755102041
"69",69,69,"BLAN_033-M-33-19-20200713","2020-07-13 17:50:00","BLAN_033-M-33-19",0.812,7.386,8.198,1.03,0.985,"BLAN","BLAN_033-M","BLAN_033","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,3655471.46938775,36554714693.8775,36554.7146938775,36.5547146938775
"70",70,70,"BLAN_033-M-34-28-20201014","2020-10-14 17:38:00","BLAN_033-M-34-28",1.19,1.24,2.43,0.054,0.056,"BLAN","BLAN_033-M","BLAN_033","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1083532.04081633,10835320408.1633,10835.3204081633,10.8353204081633
"71",71,71,"BLAN_033-M-39-16-20200311","2020-03-11 13:00:00","BLAN_033-M-39-16",1.117,0.944,2.061,NA,NA,"BLAN","BLAN_033-M","BLAN_033","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,918995.693877551,9189956938.77551,9189.95693877551,9.18995693877551
"72",72,72,"BLAN_033-M-4.5-0-20201014","2020-10-14 16:53:00","BLAN_033-M-4.5-0",1.626,5.269,6.895,-0.035,-0.012,"BLAN","BLAN_033-M","BLAN_033","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,3074466.42857143,30744664285.7143,30744.6642857143,30.7446642857143
"73",73,73,"BLAN_038-M-0-23-20200311","2020-03-11 13:54:00","BLAN_038-M-0-23",1.948,0.4,2.348,NA,NA,"BLAN","BLAN_038-M","BLAN_038","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1046968.40816327,10469684081.6327,10469.6840816327,10.4696840816327
"74",74,74,"BLAN_038-M-3-13.5-20200311","2020-03-11 13:25:00","BLAN_038-M-3-13.5",2.17,0.681,2.851,NA,NA,"BLAN","BLAN_038-M","BLAN_038","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1271255.08163265,12712550816.3265,12712.5508163265,12.7125508163265
"75",75,75,"BLAN_038-M-30-35-20200311","2020-03-11 14:19:00","BLAN_038-M-30-35",2.326,0.464,2.79,NA,NA,"BLAN","BLAN_038-M","BLAN_038","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1244055.30612245,12440553061.2245,12440.5530612245,12.4405530612245
"76",76,76,"BLAN_038-M-31-12.5-20201014","2020-10-14 15:55:00","BLAN_038-M-31-12.5",1.713,15.159,16.872,-0.016,0.012,"BLAN","BLAN_038-M","BLAN_038","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,7523190.36734694,75231903673.4694,75231.9036734694,75.2319036734694
"77",77,77,"BLAN_038-M-39.5-4.5-20200714","2020-07-14 13:38:00","BLAN_038-M-39.5-4.5",1.194,32.211,33.404,0.777,0.663,"BLAN","BLAN_038-M","BLAN_038","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,14894775.4285714,148947754285.714,148947.754285714,148.947754285714
"78",78,78,"BLAN_038-M-5.5-23.5-20201014","2020-10-14 15:35:00","BLAN_038-M-5.5-23.5",1.891,0.618,2.509,0.129,0.127,"BLAN","BLAN_038-M","BLAN_038","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1118757.97959184,11187579795.9184,11187.5797959184,11.1875797959184
"79",79,79,"BLAN_038-M-5.5-36.5-20200714","2020-07-14 12:25:00","BLAN_038-M-5.5-36.5",3.423,0.53,3.953,0.488,0.4,"BLAN","BLAN_038-M","BLAN_038","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1762634.63265306,17626346326.5306,17626.3463265306,17.6263463265306
"80",80,80,"BLAN_038-M-7-1.5-20201014","2020-10-14 15:05:00","BLAN_038-M-7-1.5",2.247,1.007,3.254,0.153,0.165,"BLAN","BLAN_038-M","BLAN_038","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,1450951.95918367,14509519591.8367,14509.5195918367,14.5095195918367
"81",81,81,"BLAN_038-M-7.5-13.5-20200714","2020-07-14 13:08:00","BLAN_038-M-7.5-13.5",5.862,0.607,6.469,-0.008,0.057,"BLAN","BLAN_038-M","BLAN_038","M",NA,1.48632653061224,1.48632653061224,10000,3e+05,445897.959183673,2884513.89795918,28845138979.5918,28845.1389795918,28.8451389795918
"82",82,82,"SCBI_003-M-21-20220328","2022-03-28 13:28:00","SCBI_003-M-21-winterSpringTransition-2022",7.884,3.354,11.238,NA,NA,"SCBI","SCBI_003-M","SCBI_003","M",NA,0.694,0.694,10000,3e+05,208200,2339751.6,23397516000,23397.516,23.397516
"83",83,83,"SCBI_003-M-21-20220711","2022-07-11 14:04:00","SCBI_003-M-21-peakGreenness-2022",0.457,4.048,4.506,0.37,0.365,"SCBI","SCBI_003-M","SCBI_003","M",NA,0.694,0.694,10000,3e+05,208200,938149.2,9381492000,9381.492,9.381492
"84",84,84,"SCBI_003-M-21-20221024","2022-10-24 13:27:00","SCBI_003-M-21-fallWinterTransition-2022",4.129,2.369,6.498,0.255,0.375,"SCBI","SCBI_003-M","SCBI_003","M",NA,0.694,0.694,10000,3e+05,208200,1352883.6,13528836000,13528.836,13.528836
"85",85,85,"SCBI_003-M-23-20220328","2022-03-28 13:15:00","SCBI_003-M-23-winterSpringTransition-2022",7.065,3.375,10.44,NA,NA,"SCBI","SCBI_003-M","SCBI_003","M",NA,0.694,0.694,10000,3e+05,208200,2173608,21736080000,21736.08,21.73608
"86",86,86,"SCBI_003-M-25-2.5-20171023","2017-10-23 14:35:00","SCBI_003-M-25-2.5",4.032,2.103,6.136,0.997,1.18,"SCBI","SCBI_003-M","SCBI_003","M",NA,0.694,0.694,10000,3e+05,208200,1277515.2,12775152000,12775.152,12.775152
