"","X","sampleID","collectDate","incubationPairID","soilAmmoniumNugPerGram","soilNitrateNitriteNugPerGram","soilInorganicNugPerGram","netNminugPerGramPerDay","netNitugPerGramPerDay","siteID","siteID_tosplit","plotID","soilHorizon","BD.plot.mean","BD.site.mean","bulkdensity","sample.area.cm2","sample.volume","g.soil","InorganicN.ugm2","InorganicN.ugHectare","InorganicN.gHectare","InorganicN.kgHectare"
"383",383,"TALL_044-M-31-21.5-20170614","2017-06-14 16:05:00","TALL_044-M-31-21.5",0.747,0.261,1.008,NA,NA,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,277033.976470588,2770339764.70588,2770.33976470588,2.77033976470588
"384",384,"TALL_044-M-31.5-21-20170404","2017-04-04 16:54:00","TALL_044-M-31.5-21",2.066,0.203,2.269,0.035,0,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,623601.282352942,6236012823.52942,6236.01282352942,6.23601282352942
"385",385,"TALL_044-M-33-22.5-20171030","2017-10-30 17:47:00","TALL_044-M-33-22.5",0.304,0.2,0.504,NA,NA,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,138516.988235294,1385169882.35294,1385.16988235294,1.38516988235294
"386",386,"TALL_044-M-37.5-5-20211101","2021-11-01 15:51:00","TALL_044-M-37.5-5",0.413,0.241,0.654,0.009,-0.001,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,179742.282352941,1797422823.52941,1797.42282352941,1.79742282352941
"387",387,"TALL_044-M-39-39.5-20211101","2021-11-01 15:25:00","TALL_044-M-39-39.5",0.891,0.239,1.13,-0.005,0.001,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,310563.882352941,3105638823.52941,3105.63882352941,3.10563882352941
"388",388,"TALL_044-M-5-22.5-20170614","2017-06-14 16:29:00","TALL_044-M-5-22.5",0.777,0.57,1.347,NA,NA,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,370203.141176471,3702031411.76471,3702.03141176471,3.70203141176471
"389",389,"TALL_044-M-6.5-11.5-20211101","2021-11-01 15:07:00","TALL_044-M-6.5-11.5",0.25,0.317,0.567,0.043,-0.001,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,155831.611764706,1558316117.64706,1558.31611764706,1.55831611764706
"390",390,"TALL_047-M-13.5-33-20171030","2017-10-30 18:28:00","TALL_047-M-13.5-33",0.6,0.507,1.107,NA,NA,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,304242.670588235,3042426705.88235,3042.42670588235,3.04242670588235
"391",391,"TALL_047-M-13.5-34-20210401","2021-04-01 12:56:00","TALL_047-M-13.5-34",1.327,0.985,2.312,-0.006,0.002,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,635419.2,6354192000,6354.192,6.354192
"392",392,"TALL_047-M-2.5-35.5-20210603","2021-06-03 12:48:00","TALL_047-M-2.5-35.5",0.98,3.008,3.987,-0.046,-0.097,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,1095768.31764706,10957683176.4706,10957.6831764706,10.9576831764706
"393",393,"TALL_047-M-23-32-20211101","2021-11-01 14:29:00","TALL_047-M-23-32",2.207,0.291,2.498,0.101,0.051,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,686538.564705883,6865385647.05883,6865.38564705883,6.86538564705883
"394",394,"TALL_047-M-25.5-31.5-20171030","2017-10-30 18:37:00","TALL_047-M-25.5-31.5",0.929,0.139,1.068,NA,NA,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,293524.094117647,2935240941.17647,2935.24094117647,2.93524094117647
"395",395,"TALL_047-M-27.5-37-20210603","2021-06-03 13:07:00","TALL_047-M-27.5-37",1.098,1.953,3.051,0.082,-0.018,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,838522.482352942,8385224823.52942,8385.22482352942,8.38522482352942
"396",396,"TALL_047-M-30.5-17-20171030","2017-10-30 18:50:00","TALL_047-M-30.5-17",0.42,0.114,0.534,NA,NA,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,146762.047058824,1467620470.58824,1467.62047058824,1.46762047058824
"397",397,"TALL_047-M-31-28-20210401","2021-04-01 13:23:00","TALL_047-M-31-28",0.606,0.964,1.57,0.063,-0.007,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,431491.411764706,4314914117.64706,4314.91411764706,4.31491411764706
"398",398,"TALL_047-M-31.5-22.5-20170404","2017-04-04 18:06:00","TALL_047-M-31.5-22.5",1.803,0.397,2.199,-0.045,-0.002,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,604362.811764706,6043628117.64706,6043.62811764706,6.04362811764706
"399",399,"TALL_047-M-32.5-17-20210401","2021-04-01 13:42:00","TALL_047-M-32.5-17",0.663,0.992,1.655,-0.015,-0.022,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,454852.411764706,4548524117.64706,4548.52411764706,4.54852411764706
"400",400,"TALL_047-M-36-13-20170614","2017-06-14 17:16:00","TALL_047-M-36-13",0.531,0.331,0.861,NA,NA,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,236633.188235294,2366331882.35294,2366.33188235294,2.36633188235294
"401",401,"TALL_047-M-39-12.5-20211101","2021-11-01 14:14:00","TALL_047-M-39-12.5",0.564,0.578,1.142,-0.029,-0.022,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,313861.905882353,3138619058.82353,3138.61905882353,3.13861905882353
"402",402,"TALL_047-M-39-5.5-20170404","2017-04-04 18:26:00","TALL_047-M-39-5.5",2.145,0.247,2.392,-0.046,0,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,657406.023529412,6574060235.29412,6574.06023529412,6.57406023529412
"403",403,"TALL_047-M-6-39-20170614","2017-06-14 17:31:00","TALL_047-M-6-39",0.55,0.352,0.902,NA,NA,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,247901.435294118,2479014352.94118,2479.01435294118,2.47901435294118
"404",404,"TALL_047-M-6.5-13.5-20211101","2021-11-01 13:55:00","TALL_047-M-6.5-13.5",1.019,0.273,1.292,-0.008,-0.009,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,355087.2,3550872000,3550.872,3.550872
"405",405,"TALL_047-M-7-7.5-20210603","2021-06-03 12:20:00","TALL_047-M-7-7.5",1.602,1.521,3.123,-0.051,-0.031,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,858310.623529412,8583106235.29412,8583.10623529412,8.58310623529412
"406",406,"TALL_047-M-8-22-20170404","2017-04-04 18:43:00","TALL_047-M-8-22",1.315,0.237,1.552,-0.022,-0.008,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,426544.376470588,4265443764.70588,4265.44376470588,4.26544376470588
"407",407,"TALL_047-M-9-0-20170614","2017-06-14 17:40:00","TALL_047-M-9-0",1.253,0.706,1.959,NA,NA,"TALL","TALL_047-M","TALL_047","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,538402.341176471,5384023411.76471,5384.02341176471,5.38402341176471
"408",408,"TALL_051-M-0.5-28.5-20170614","2017-06-14 13:19:00","TALL_051-M-0.5-28.5",1.596,0.888,2.484,NA,NA,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,682690.870588236,6826908705.88236,6826.90870588236,6.82690870588236
"409",409,"TALL_051-M-1-27.5-20211101","2021-11-01 16:20:00","TALL_051-M-1-27.5",0.656,0.634,1.291,0.137,-0.025,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,354812.364705883,3548123647.05883,3548.12364705883,3.54812364705883
"410",410,"TALL_051-M-13.5-7.5-20210603","2021-06-03 13:32:00","TALL_051-M-13.5-7.5",0.847,2.619,3.467,0.014,-0.079,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,952853.964705883,9528539647.05883,9528.53964705883,9.52853964705883
"411",411,"TALL_051-M-16.5-1-20171101","2017-11-01 15:49:00","TALL_051-M-16.5-1",0.793,0.204,0.997,NA,NA,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,274010.788235294,2740107882.35294,2740.10788235294,2.74010788235294
"412",412,"TALL_051-M-17-32.5-20210401","2021-04-01 14:56:00","TALL_051-M-17-32.5",1.203,0.963,2.165,NA,NA,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,595018.411764706,5950184117.64706,5950.18411764706,5.95018411764706
"413",413,"TALL_051-M-17.5-2.5-20170404","2017-04-04 14:40:00","TALL_051-M-17.5-2.5",0.752,0,0.752,0.189,0,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,206676.141176471,2066761411.76471,2066.76141176471,2.06676141176471
"414",414,"TALL_051-M-19.5-9.5-20170614","2017-06-14 13:41:00","TALL_051-M-19.5-9.5",0.517,0.202,0.719,NA,NA,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,197606.576470588,1976065764.70588,1976.06576470588,1.97606576470588
"415",415,"TALL_051-M-2-19.5-20211101","2021-11-01 16:05:00","TALL_051-M-2-19.5",0.587,0.386,0.974,-0.004,-0.011,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,267689.576470588,2676895764.70588,2676.89576470588,2.67689576470588
"416",416,"TALL_051-M-24-35-20170404","2017-04-04 15:01:00","TALL_051-M-24-35",0.938,0.063,1.001,0,-0.003,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,275110.129411765,2751101294.11765,2751.10129411765,2.75110129411765
"417",417,"TALL_051-M-25-7-20171101","2017-11-01 15:56:00","TALL_051-M-25-7",0.413,0.151,0.565,NA,NA,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,155281.941176471,1552819411.76471,1552.81941176471,1.55281941176471
"418",418,"TALL_051-M-27.5-5-20210401","2021-04-01 15:41:00","TALL_051-M-27.5-5",0.533,0.607,1.14,0.013,-0.006,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,313312.235294118,3133122352.94118,3133.12235294118,3.13312235294118
"419",419,"TALL_051-M-29.5-35-20210603","2021-06-03 14:17:00","TALL_051-M-29.5-35",0.256,1.949,2.205,-0.015,-0.079,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,606011.823529412,6060118235.29412,6060.11823529412,6.06011823529412
"420",420,"TALL_051-M-30-13.5-20170404","2017-04-04 15:31:00","TALL_051-M-30-13.5",0.492,0.196,0.688,0.054,-0.01,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,189086.682352941,1890866823.52941,1890.86682352941,1.89086682352941
"421",421,"TALL_051-M-30-23.5-20170614","2017-06-14 12:54:00","TALL_051-M-30-23.5",0.589,0.373,0.962,NA,NA,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,264391.552941177,2643915529.41177,2643.91552941177,2.64391552941177
"422",422,"TALL_051-M-31-18-20211101","2021-11-01 15:44:00","TALL_051-M-31-18",0.655,0.286,0.941,-0.016,-0.011,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,258620.011764706,2586200117.64706,2586.20011764706,2.58620011764706
"423",423,"TALL_051-M-35.5-20-20171101","2017-11-01 16:05:00","TALL_051-M-35.5-20",0.415,0.152,0.568,NA,NA,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,156106.447058824,1561064470.58824,1561.06447058824,1.56106447058824
"424",424,"TALL_051-M-7-15.5-20210401","2021-04-01 15:21:00","TALL_051-M-7-15.5",2.294,1.033,3.327,0.079,0.072,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,914377.023529412,9143770235.29412,9143.77023529412,9.14377023529412
"425",425,"TALL_051-M-9.5-30-20210603","2021-06-03 13:51:00","TALL_051-M-9.5-30",1.025,2.172,3.197,0.131,-0.051,"TALL","TALL_051-M","TALL_051","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,878648.435294118,8786484352.94118,8786.48435294118,8.78648435294118
"426",426,"TALL_054-M-12-1.5-20170404","2017-04-04 20:24:00","TALL_054-M-12-1.5",0.212,0.279,0.491,0.148,0.027,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,134944.129411765,1349441294.11765,1349.44129411765,1.34944129411765
"427",427,"TALL_054-M-13.5-7.5-20210401","2021-04-01 13:53:00","TALL_054-M-13.5-7.5",0.333,1.025,1.357,0.203,-0.016,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,372951.494117647,3729514941.17647,3729.51494117647,3.72951494117647
"428",428,"TALL_054-M-24.5-32-20210603","2021-06-03 12:41:00","TALL_054-M-24.5-32",0.772,2.245,3.017,0.208,-0.023,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,829178.082352942,8291780823.52942,8291.78082352942,8.29178082352942
"429",429,"TALL_054-M-25-2.5-20170404","2017-04-04 20:06:00","TALL_054-M-25-2.5",0.515,0.3,0.815,0.17,0.123,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,223990.764705882,2239907647.05882,2239.90764705882,2.23990764705882
"430",430,"TALL_054-M-26.5-39.5-20211101","2021-11-01 14:46:00","TALL_054-M-26.5-39.5",0.808,0.59,1.398,-0.029,-0.008,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,384219.741176471,3842197411.76471,3842.19741176471,3.84219741176471
"431",431,"TALL_054-M-31-18-20210401","2021-04-01 13:13:00","TALL_054-M-31-18",0.457,0.714,1.171,0.002,-0.003,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,321832.129411765,3218321294.11765,3218.32129411765,3.21832129411765
"432",432,"TALL_054-M-31.5-34-20170614","2017-06-14 14:12:00","TALL_054-M-31.5-34",0.395,0.955,1.349,NA,NA,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,370752.811764706,3707528117.64706,3707.52811764706,3.70752811764706
"433",433,"TALL_054-M-32.5-16-20211101","2021-11-01 14:21:00","TALL_054-M-32.5-16",0.281,0.445,0.727,-0.014,-0.014,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,199805.25882353,1998052588.2353,1998.0525882353,1.9980525882353
"434",434,"TALL_054-M-33-29-20170404","2017-04-04 19:43:00","TALL_054-M-33-29",0.343,0.364,0.707,0.029,-0.01,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,194308.552941177,1943085529.41177,1943.08552941177,1.94308552941177
"435",435,"TALL_054-M-34-29.5-20171101","2017-11-01 15:00:00","TALL_054-M-34-29.5",0.311,0.151,0.462,NA,NA,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,126973.905882353,1269739058.82353,1269.73905882353,1.26973905882353
"436",436,"TALL_054-M-35-6-20171101","2017-11-01 15:11:00","TALL_054-M-35-6",0.53,0.127,0.657,NA,NA,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,180566.788235294,1805667882.35294,1805.66788235294,1.80566788235294
"437",437,"TALL_054-M-35.5-6-20170614","2017-06-14 14:27:00","TALL_054-M-35.5-6",5.16,0.287,5.447,NA,NA,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,1497027.84705882,14970278470.5882,14970.2784705882,14.9702784705882
"438",438,"TALL_054-M-36-7-20210603","2021-06-03 12:00:00","TALL_054-M-36-7",0.511,1.328,1.839,0.023,0.004,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,505422.105882353,5054221058.82353,5054.22105882353,5.05422105882353
"439",439,"TALL_054-M-5-25.5-20210603","2021-06-03 12:25:00","TALL_054-M-5-25.5",0.611,0.563,1.174,0.013,0.022,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,322656.635294118,3226566352.94118,3226.56635294118,3.22656635294118
"440",440,"TALL_054-M-5.5-1-20170614","2017-06-14 14:47:00","TALL_054-M-5.5-1",0.374,0.214,0.588,NA,NA,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,161603.152941177,1616031529.41177,1616.03152941177,1.61603152941177
"441",441,"TALL_054-M-7.5-16-20211101","2021-11-01 13:55:00","TALL_054-M-7.5-16",0.291,0.427,0.718,-0.007,-0.003,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,197331.741176471,1973317411.76471,1973.31741176471,1.97331741176471
"442",442,"TALL_054-M-9.5-27.5-20171101","2017-11-01 14:41:00","TALL_054-M-9.5-27.5",0.261,0.149,0.411,NA,NA,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,112957.305882353,1129573058.82353,1129.57305882353,1.12957305882353
"443",443,"TALL_054-M-9.5-30-20210401","2021-04-01 14:11:00","TALL_054-M-9.5-30",0.642,0.651,1.294,0.034,0.023,"TALL","TALL_054-M","TALL_054","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,355636.870588235,3556368705.88236,3556.36870588236,3.55636870588236
