"","X.1","X","sampleID","collectDate","incubationPairID","soilAmmoniumNugPerGram","soilNitrateNitriteNugPerGram","soilInorganicNugPerGram","netNminugPerGramPerDay","netNitugPerGramPerDay","siteID","siteID_tosplit","plotID","soilHorizon","BD.plot.mean","BD.site.mean","bulkdensity","sample.area.cm2","sample.volume","g.soil","InorganicN.ugm2","InorganicN.ugHectare","InorganicN.gHectare","InorganicN.kgHectare"
"96",96,96,"DSNY_009-M-32.5-36-20180823","2018-08-23 12:54:00","DSNY_009-M-32.5-36",0.304,0.599,0.903,0.176,-0.014,"DSNY","DSNY_009-M","DSNY_009","M",0.95,1.102,0.95,10000,3e+05,285000,257355,2573550000,2573.55,2.57355
"97",97,97,"DSNY_009-M-33-9-20181022","2018-10-22 20:57:00","DSNY_009-M-33-9",0.232,0.102,0.334,0.004,0.007,"DSNY","DSNY_009-M","DSNY_009","M",0.95,1.102,0.95,10000,3e+05,285000,95190,951900000,951.9,0.9519
"98",98,98,"DSNY_009-M-35.5-31.5-20180307","2018-03-07 21:05:00","DSNY_009-M-35.5-31.5",0.508,0.302,0.81,0.086,0.011,"DSNY","DSNY_009-M","DSNY_009","M",0.95,1.102,0.95,10000,3e+05,285000,230850,2308500000,2308.5,2.3085
"99",99,99,"DSNY_009-M-38-9.5-20180823","2018-08-23 12:15:00","DSNY_009-M-38-9.5",0.509,0.31,0.819,0.175,0.014,"DSNY","DSNY_009-M","DSNY_009","M",0.95,1.102,0.95,10000,3e+05,285000,233415,2334150000,2334.15,2.33415
"100",100,100,"DSNY_009-M-39-20230313","2023-03-13 21:19:00","DSNY_009-M-39-dryWetTransition-2023",0.244,0,0.244,0.127,0.003,"DSNY","DSNY_009-M","DSNY_009","M",0.95,1.102,0.95,10000,3e+05,285000,69540,695400000,695.4,0.6954
"101",101,101,"DSNY_009-M-39-20230913","2023-09-13 12:39:00","DSNY_009-M-39-peakGreenness-2023",0.468,0.105,0.573,0.195,0.007,"DSNY","DSNY_009-M","DSNY_009","M",0.95,1.102,0.95,10000,3e+05,285000,163305,1633050000,1633.05,1.63305
"102",102,102,"DSNY_009-M-39-20231031","2023-10-31 19:46:00","DSNY_009-M-39-wetDryTransition-2023",0.896,0.033,0.928,0.065,-0.002,"DSNY","DSNY_009-M","DSNY_009","M",0.95,1.102,0.95,10000,3e+05,285000,264480,2644800000,2644.8,2.6448
"103",103,103,"DSNY_009-M-41-20230313","2023-03-13 21:46:00","DSNY_009-M-41-dryWetTransition-2023",0.651,0.058,0.709,0.128,0.009,"DSNY","DSNY_009-M","DSNY_009","M",0.95,1.102,0.95,10000,3e+05,285000,202065,2020650000,2020.65,2.02065
"104",104,104,"DSNY_009-M-41-20230913","2023-09-13 12:05:00","DSNY_009-M-41-peakGreenness-2023",21.321,0.122,21.443,-1.411,0,"DSNY","DSNY_009-M","DSNY_009","M",0.95,1.102,0.95,10000,3e+05,285000,6111255,61112550000,61112.55,61.11255
"105",105,105,"DSNY_009-M-41-20231031","2023-10-31 19:29:00","DSNY_009-M-41-wetDryTransition-2023",0.301,0.163,0.464,0.006,0.006,"DSNY","DSNY_009-M","DSNY_009","M",0.95,1.102,0.95,10000,3e+05,285000,132240,1322400000,1322.4,1.3224
"106",106,106,"DSNY_016-M-10.5-9-20180306","2018-03-06 18:04:00","DSNY_016-M-10.5-9",0.392,0.312,0.704,-0.003,-0.006,"DSNY","DSNY_016-M","DSNY_016","M",NA,1.102,1.102,10000,3e+05,330600,232742.4,2327424000,2327.424,2.327424
"107",107,107,"DSNY_016-M-33.5-21.5-20180306","2018-03-06 16:44:00","DSNY_016-M-33.5-21.5",1.445,0.303,1.748,0,0.001,"DSNY","DSNY_016-M","DSNY_016","M",NA,1.102,1.102,10000,3e+05,330600,577888.8,5778888000,5778.888,5.778888
"108",108,108,"DSNY_016-M-8-27.5-20180306","2018-03-06 17:29:00","DSNY_016-M-8-27.5",0.697,0.252,0.949,0.016,0,"DSNY","DSNY_016-M","DSNY_016","M",NA,1.102,1.102,10000,3e+05,330600,313739.4,3137394000,3137.394,3.137394
"109",109,109,"DSNY_041-M-15-1.5-20180307","2018-03-07 16:59:00","DSNY_041-M-15-1.5",0.444,0.297,0.74,-0.003,0,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,244644,2446440000,2446.44,2.44644
"110",110,110,"DSNY_041-M-18.5-0-20180820","2018-08-20 21:11:00","DSNY_041-M-18.5-0",0.571,0.564,1.135,0.002,0.013,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,375231,3752310000,3752.31,3.75231
"111",111,111,"DSNY_041-M-2.5-18-20181023","2018-10-23 21:01:00","DSNY_041-M-2.5-18",0.199,0.108,0.307,0.077,0.058,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,101494.2,1014942000,1014.942,1.014942
"112",112,112,"DSNY_041-M-21-20230315","2023-03-15 19:22:00","DSNY_041-M-21-dryWetTransition-2023",0.089,0.032,0.121,-0.005,-0.001,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,40002.6,400026000,400.026,0.400026
"113",113,113,"DSNY_041-M-21-20231031","2023-10-31 11:51:00","DSNY_041-M-21-wetDryTransition-2023",0.726,0.099,0.825,-0.017,-0.006,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,272745,2727450000,2727.45,2.72745
"114",114,114,"DSNY_041-M-23-20230912","2023-09-12 13:14:00","DSNY_041-M-23-peakGreenness-2023",0.22,0.144,0.363,-0.003,-0.007,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,120007.8,1200078000,1200.078,1.200078
"115",115,115,"DSNY_041-M-23-20231031","2023-10-31 12:15:00","DSNY_041-M-23-wetDryTransition-2023",0.538,0.144,0.682,0.023,-0.009,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,225469.2,2254692000,2254.692,2.254692
"116",116,116,"DSNY_041-M-25-9.5-20180820","2018-08-20 21:30:00","DSNY_041-M-25-9.5",0.519,0.359,0.878,0.037,0.066,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,290266.8,2902668000,2902.668,2.902668
"117",117,117,"DSNY_041-M-28.5-36.5-20180307","2018-03-07 16:38:00","DSNY_041-M-28.5-36.5",0.472,0.567,1.039,0.031,-0.004,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,343493.4,3434934000,3434.934,3.434934
"118",118,118,"DSNY_041-M-33-29-20181023","2018-10-23 20:27:00","DSNY_041-M-33-29",1.809,0.239,2.047,-0.025,0.046,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,676738.2,6767382000,6767.382,6.767382
"119",119,119,"DSNY_041-M-35.5-30-20180820","2018-08-20 21:48:00","DSNY_041-M-35.5-30",0.429,0.738,1.167,-0.017,-0.01,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,385810.2,3858102000,3858.102,3.858102
"120",120,120,"DSNY_041-M-39-20230315","2023-03-15 19:41:00","DSNY_041-M-39-dryWetTransition-2023",0.115,0.043,0.158,0.066,0.055,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,52234.8,522348000,522.348,0.522348
"121",121,121,"DSNY_041-M-39-20230912","2023-09-12 12:12:00","DSNY_041-M-39-peakGreenness-2023",0.85,0,0.85,NA,NA,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,281010,2810100000,2810.1,2.8101
"122",122,122,"DSNY_041-M-39-20231031","2023-10-31 12:39:00","DSNY_041-M-39-wetDryTransition-2023",0.577,0.099,0.676,0.035,0,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,223485.6,2234856000,2234.856,2.234856
"123",123,123,"DSNY_041-M-41-20230315","2023-03-15 20:11:00","DSNY_041-M-41-dryWetTransition-2023",0.122,0.076,0.198,0.003,-0.002,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,65458.8,654588000,654.588,0.654588
"124",124,124,"DSNY_041-M-41-20230912","2023-09-12 12:47:00","DSNY_041-M-41-peakGreenness-2023",0.146,0,0.146,0.012,0.002,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,48267.6,482676000,482.676,0.482676
"125",125,125,"DSNY_041-M-5.5-34.5-20181023","2018-10-23 20:48:00","DSNY_041-M-5.5-34.5",0.494,0.316,0.81,0,0.016,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,267786,2677860000,2677.86,2.67786
"126",126,126,"DSNY_041-M-9-38.5-20180307","2018-03-07 17:22:00","DSNY_041-M-9-38.5",0.285,0.368,0.653,0.016,0,"DSNY","DSNY_041-M","DSNY_041","M",NA,1.102,1.102,10000,3e+05,330600,215881.8,2158818000,2158.818,2.158818
"127",127,127,"DSNY_042-M-18-3-20180822","2018-08-22 23:30:00","DSNY_042-M-18-3",0.508,0.461,0.969,0.317,-0.006,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,320351.4,3203514000,3203.514,3.203514
"128",128,128,"DSNY_042-M-2-6.5-20181023","2018-10-23 13:34:00","DSNY_042-M-2-6.5",5.748,0.328,6.077,-0.097,-0.002,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,2009056.2,20090562000,20090.562,20.090562
"129",129,129,"DSNY_042-M-21-20230912","2023-09-12 15:23:00","DSNY_042-M-21-peakGreenness-2023",0.102,0.055,0.157,0.017,-0.004,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,51904.2,519042000,519.042,0.519042
"130",130,130,"DSNY_042-M-21-20231031","2023-10-31 13:04:00","DSNY_042-M-21-wetDryTransition-2023",0.577,0.077,0.654,0.153,-0.006,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,216212.4,2162124000,2162.124,2.162124
"131",131,131,"DSNY_042-M-23-20230316","2023-03-16 12:55:00","DSNY_042-M-23-dryWetTransition-2023",0.102,0.037,0.139,-0.007,-0.002,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,45953.4,459534000,459.534,0.459534
"132",132,132,"DSNY_042-M-23-20230912","2023-09-12 14:32:00","DSNY_042-M-23-peakGreenness-2023",0.343,0.132,0.475,0.036,-0.01,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,157035,1570350000,1570.35,1.57035
"133",133,133,"DSNY_042-M-31.5-3.5-20180820","2018-08-20 23:12:00","DSNY_042-M-31.5-3.5",0.702,0.52,1.222,0.107,0.011,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,403993.2,4039932000,4039.932,4.039932
"134",134,134,"DSNY_042-M-32-23.5-20180306","2018-03-06 20:47:00","DSNY_042-M-32-23.5",0.835,0.377,1.213,0.089,0.092,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,401017.8,4010178000,4010.178,4.010178
"135",135,135,"DSNY_042-M-35.5-29.5-20181023","2018-10-23 14:21:00","DSNY_042-M-35.5-29.5",0.764,0.196,0.961,0.029,0.033,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,317706.6,3177066000,3177.066,3.177066
"136",136,136,"DSNY_042-M-37.5-16-20181023","2018-10-23 13:58:00","DSNY_042-M-37.5-16",0.492,0.289,0.78,0.003,-0.007,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,257868,2578680000,2578.68,2.57868
"137",137,137,"DSNY_042-M-39-14-20180306","2018-03-06 21:06:00","DSNY_042-M-39-14",0.358,0.32,0.677,0.034,0.039,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,223816.2,2238162000,2238.162,2.238162
"138",138,138,"DSNY_042-M-39-20230316","2023-03-16 12:28:00","DSNY_042-M-39-dryWetTransition-2023",0.222,0.126,0.348,0.03,0.031,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,115048.8,1150488000,1150.488,1.150488
"139",139,139,"DSNY_042-M-39-20231031","2023-10-31 12:31:00","DSNY_042-M-39-wetDryTransition-2023",0.367,0.371,0.737,0.023,-0.022,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,243652.2,2436522000,2436.522,2.436522
"140",140,140,"DSNY_042-M-4.5-2.5-20180306","2018-03-06 19:41:00","DSNY_042-M-4.5-2.5",0.973,1.169,2.141,0.042,0.057,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,707814.6,7078146000,7078.146,7.078146
"141",141,141,"DSNY_042-M-41-20230316","2023-03-16 11:59:00","DSNY_042-M-41-dryWetTransition-2023",0.137,0.189,0.327,-0.011,-0.004,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,108106.2,1081062000,1081.062,1.081062
"142",142,142,"DSNY_042-M-41-20230912","2023-09-12 13:43:00","DSNY_042-M-41-peakGreenness-2023",0.368,0.174,0.542,0.149,-0.013,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,179185.2,1791852000,1791.852,1.791852
"143",143,143,"DSNY_042-M-41-20231031","2023-10-31 12:02:00","DSNY_042-M-41-wetDryTransition-2023",1.055,0.112,1.168,-0.006,-0.008,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,386140.8,3861408000,3861.408,3.861408
"144",144,144,"DSNY_042-M-6.5-30-20180822","2018-08-22 23:57:00","DSNY_042-M-6.5-30",2.504,0.535,3.039,0.119,0.033,"DSNY","DSNY_042-M","DSNY_042","M",NA,1.102,1.102,10000,3e+05,330600,1004693.4,10046934000,10046.934,10.046934
"145",145,145,"DSNY_043-M-0-2-20180306","2018-03-06 21:45:00","DSNY_043-M-0-2",0.463,0.384,0.848,0.019,0.023,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,280348.8,2803488000,2803.488,2.803488
"146",146,146,"DSNY_043-M-19-2.5-20181023","2018-10-23 15:15:00","DSNY_043-M-19-2.5",0.2,0.187,0.388,NA,NA,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,128272.8,1282728000,1282.728,1.282728
"147",147,147,"DSNY_043-M-21-20230315","2023-03-15 19:04:00","DSNY_043-M-21-dryWetTransition-2023",0.057,0.032,0.09,0.025,0.026,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,29754,297540000,297.54,0.29754
"148",148,148,"DSNY_043-M-21-20231031","2023-10-31 13:46:00","DSNY_043-M-21-wetDryTransition-2023",0.109,0.045,0.154,0.023,-0.003,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,50912.4,509124000,509.124,0.509124
"149",149,149,"DSNY_043-M-23-20230315","2023-03-15 19:38:00","DSNY_043-M-23-dryWetTransition-2023",0.09,0.065,0.155,0.013,-0.003,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,51243,512430000,512.43,0.51243
"150",150,150,"DSNY_043-M-23-20230912","2023-09-12 13:06:00","DSNY_043-M-23-peakGreenness-2023",0.401,0.141,0.542,0.059,-0.009,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,179185.2,1791852000,1791.852,1.791852
"151",151,151,"DSNY_043-M-25-0.5-20181023","2018-10-23 15:31:00","DSNY_043-M-25-0.5",0.146,0.134,0.28,0.013,0.008,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,92568,925680000,925.68,0.92568
"152",152,152,"DSNY_043-M-3.5-33.5-20180823","2018-08-23 11:41:00","DSNY_043-M-3.5-33.5",0.25,0.491,0.741,0.04,0.033,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,244974.6,2449746000,2449.746,2.449746
"153",153,153,"DSNY_043-M-32-33-20181023","2018-10-23 15:57:00","DSNY_043-M-32-33",2.379,0.476,2.856,-0.102,-0.004,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,944193.6,9441936000,9441.936,9.441936
"154",154,154,"DSNY_043-M-33.5-35.5-20180306","2018-03-06 22:35:00","DSNY_043-M-33.5-35.5",0.701,0.278,0.978,NA,NA,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,323326.8,3233268000,3233.268,3.233268
"155",155,155,"DSNY_043-M-35.5-15-20180823","2018-08-23 12:31:00","DSNY_043-M-35.5-15",0.325,0.464,0.789,0.025,0.012,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,260843.4,2608434000,2608.434,2.608434
"156",156,156,"DSNY_043-M-39-20230912","2023-09-12 12:15:00","DSNY_043-M-39-peakGreenness-2023",0.434,0.175,0.609,0.05,-0.013,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,201335.4,2013354000,2013.354,2.013354
"157",157,157,"DSNY_043-M-39-20231031","2023-10-31 14:32:00","DSNY_043-M-39-wetDryTransition-2023",0.163,0.389,0.552,-0.008,-0.026,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,182491.2,1824912000,1824.912,1.824912
"158",158,158,"DSNY_043-M-41-20230315","2023-03-15 18:33:00","DSNY_043-M-41-dryWetTransition-2023",0.142,0.021,0.163,0.055,0,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,53887.8,538878000,538.878,0.538878
"159",159,159,"DSNY_043-M-41-20230912","2023-09-12 12:45:00","DSNY_043-M-41-peakGreenness-2023",0.528,0.127,0.655,0.044,-0.008,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,216543,2165430000,2165.43,2.16543
"160",160,160,"DSNY_043-M-41-20231031","2023-10-31 14:13:00","DSNY_043-M-41-wetDryTransition-2023",0.723,0.087,0.809,0.381,0.045,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,267455.4,2674554000,2674.554,2.674554
"161",161,161,"DSNY_043-M-6-20-20180306","2018-03-06 22:12:00","DSNY_043-M-6-20",0.772,0.433,1.204,NA,NA,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,398042.4,3980424000,3980.424,3.980424
"162",162,162,"DSNY_043-M-9-16-20180823","2018-08-23 12:10:00","DSNY_043-M-9-16",0.174,0.425,0.598,0.082,0.014,"DSNY","DSNY_043-M","DSNY_043","M",NA,1.102,1.102,10000,3e+05,330600,197698.8,1976988000,1976.988,1.976988
"163",163,163,"DSNY_044-M-0.5-24.5-20180820","2018-08-20 19:26:00","DSNY_044-M-0.5-24.5",0.479,0.509,0.988,0.023,0.02,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,321594,3215940000,3215.94,3.21594
"164",164,164,"DSNY_044-M-17-35-20180307","2018-03-07 14:14:00","DSNY_044-M-17-35",0.266,0.356,0.623,0.021,0.006,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,202786.5,2027865000,2027.865,2.027865
"165",165,165,"DSNY_044-M-21-20230315","2023-03-15 22:00:00","DSNY_044-M-21-dryWetTransition-2023",0.069,0.011,0.08,-0.004,-0.001,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,26040,260400000,260.4,0.2604
"166",166,166,"DSNY_044-M-21-20231031","2023-10-31 13:25:00","DSNY_044-M-21-wetDryTransition-2023",0.171,0.035,0.206,0.022,-0.002,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,67053,670530000,670.53,0.67053
"167",167,167,"DSNY_044-M-23-20230315","2023-03-15 21:29:00","DSNY_044-M-23-dryWetTransition-2023",0.25,0,0.25,0.005,0,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,81375,813750000,813.75,0.81375
"168",168,168,"DSNY_044-M-23-20230912","2023-09-12 13:49:00","DSNY_044-M-23-peakGreenness-2023",0,0.049,0.049,0.138,0.001,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,15949.5,159495000,159.495,0.159495
"169",169,169,"DSNY_044-M-23-20231031","2023-10-31 13:47:00","DSNY_044-M-23-wetDryTransition-2023",0.142,0.448,0.59,0.045,-0.032,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,192045,1920450000,1920.45,1.92045
"170",170,170,"DSNY_044-M-28.5-9-20180307","2018-03-07 15:31:00","DSNY_044-M-28.5-9",0.269,0.483,0.752,0.008,-0.003,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,244776,2447760000,2447.76,2.44776
"171",171,171,"DSNY_044-M-32.5-30-20180307","2018-03-07 15:02:00","DSNY_044-M-32.5-30",0.426,0.52,0.946,0.008,0.001,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,307923,3079230000,3079.23,3.07923
"172",172,172,"DSNY_044-M-34.5-9.5-20180820","2018-08-20 19:49:00","DSNY_044-M-34.5-9.5",0.51,0.924,1.434,0.012,-0.025,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,466767,4667670000,4667.67,4.66767
"173",173,173,"DSNY_044-M-36-5.5-20181023","2018-10-23 19:50:00","DSNY_044-M-36-5.5",0.972,0.4,1.372,NA,NA,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,446586,4465860000,4465.86,4.46586
"174",174,174,"DSNY_044-M-36.5-23-20181023","2018-10-23 19:34:00","DSNY_044-M-36.5-23",0.588,0.382,0.97,NA,NA,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,315735,3157350000,3157.35,3.15735
"175",175,175,"DSNY_044-M-39-20230315","2023-03-15 22:31:00","DSNY_044-M-39-dryWetTransition-2023",0.125,0.028,0.153,0.057,0.063,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,49801.5,498015000,498.015,0.498015
"176",176,176,"DSNY_044-M-39-20230912","2023-09-12 14:13:00","DSNY_044-M-39-peakGreenness-2023",0.543,0.225,0.768,0.185,-0.012,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,249984,2499840000,2499.84,2.49984
"177",177,177,"DSNY_044-M-39-20231031","2023-10-31 13:08:00","DSNY_044-M-39-wetDryTransition-2023",0.286,0.035,0.321,0.161,0.019,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,104485.5,1044855000,1044.855,1.044855
"178",178,178,"DSNY_044-M-41-20230912","2023-09-12 14:44:00","DSNY_044-M-41-peakGreenness-2023",0.42,0.086,0.506,0.084,0.003,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,164703,1647030000,1647.03,1.64703
"179",179,179,"DSNY_044-M-5-39-20181023","2018-10-23 19:07:00","DSNY_044-M-5-39",0.581,0.219,0.8,0.028,0.012,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,260400,2.604e+09,2604,2.604
"180",180,180,"DSNY_044-M-8-11.5-20180820","2018-08-20 19:06:00","DSNY_044-M-8-11.5",0.365,0.668,1.032,0.01,-0.016,"DSNY","DSNY_044-M","DSNY_044","M",1.085,1.102,1.085,10000,3e+05,325500,335916,3359160000,3359.16,3.35916
"181",181,181,"JERC_001-M-19-9.5-20190319","2019-03-19 17:32:00","JERC_001-M-19-9.5",0.951,0.218,1.168,0.097,0.001,"JERC","JERC_001-M","JERC_001","M",NA,1.2295652173913,1.2295652173913,10000,3e+05,368869.565217391,430839.652173913,4308396521.73913,4308.39652173913,4.30839652173913
"182",182,182,"JERC_001-M-19.5-32-20190319","2019-03-19 17:18:00","JERC_001-M-19.5-32",0.615,1.18,1.796,0.163,-0.041,"JERC","JERC_001-M","JERC_001","M",NA,1.2295652173913,1.2295652173913,10000,3e+05,368869.565217391,662489.739130435,6624897391.30435,6624.89739130435,6.62489739130435
"183",183,183,"JERC_001-M-2-28-20190729","2019-07-29 22:27:00","JERC_001-M-2-28",0.722,0.381,1.103,0.25,0.169,"JERC","JERC_001-M","JERC_001","M",NA,1.2295652173913,1.2295652173913,10000,3e+05,368869.565217391,406863.130434783,4068631304.34783,4068.63130434783,4.06863130434783
"184",184,184,"JERC_001-M-30.5-13-20190729","2019-07-29 21:47:00","JERC_001-M-30.5-13",0.6,0.439,1.039,0.051,0.042,"JERC","JERC_001-M","JERC_001","M",NA,1.2295652173913,1.2295652173913,10000,3e+05,368869.565217391,383255.47826087,3832554782.6087,3832.55478260869,3.8325547826087
"185",185,185,"JERC_001-M-33-11-20191104","2019-11-04 18:30:00","JERC_001-M-33-11",0.838,0.438,1.276,0.077,0.054,"JERC","JERC_001-M","JERC_001","M",NA,1.2295652173913,1.2295652173913,10000,3e+05,368869.565217391,470677.565217391,4706775652.17391,4706.77565217391,4.70677565217391
"186",186,186,"JERC_001-M-37.5-39.5-20190319","2019-03-19 16:57:00","JERC_001-M-37.5-39.5",0.717,1.09,1.807,0.024,-0.041,"JERC","JERC_001-M","JERC_001","M",NA,1.2295652173913,1.2295652173913,10000,3e+05,368869.565217391,666547.304347826,6665473043.47826,6665.47304347826,6.66547304347826
"187",187,187,"JERC_001-M-38.5-21.5-20191104","2019-11-04 18:54:00","JERC_001-M-38.5-21.5",0.792,0.445,1.238,0.021,0.023,"JERC","JERC_001-M","JERC_001","M",NA,1.2295652173913,1.2295652173913,10000,3e+05,368869.565217391,456660.52173913,4566605217.3913,4566.6052173913,4.5666052173913
"188",188,188,"JERC_001-M-39.5-37-20190729","2019-07-29 22:11:00","JERC_001-M-39.5-37",0.802,0.557,1.359,0.081,0.042,"JERC","JERC_001-M","JERC_001","M",NA,1.2295652173913,1.2295652173913,10000,3e+05,368869.565217391,501293.739130435,5012937391.30435,5012.93739130435,5.01293739130435
"189",189,189,"JERC_001-M-9-39-20191104","2019-11-04 19:11:00","JERC_001-M-9-39",1.585,0.433,2.018,0.012,0.083,"JERC","JERC_001-M","JERC_001","M",NA,1.2295652173913,1.2295652173913,10000,3e+05,368869.565217391,744378.782608696,7443787826.08696,7443.78782608696,7.44378782608696
"190",190,190,"JERC_002-M-0-0.5-20191104","2019-11-04 21:33:00","JERC_002-M-0-0.5",0.82,0.694,1.513,0.037,0.058,"JERC","JERC_002-M","JERC_002","M",1.718,1.2295652173913,1.718,10000,3e+05,515400,779800.2,7798002000,7798.002,7.798002
"191",191,191,"JERC_002-M-13-31-20190319","2019-03-19 14:40:00","JERC_002-M-13-31",0.351,0.153,0.504,0.098,0.004,"JERC","JERC_002-M","JERC_002","M",1.718,1.2295652173913,1.718,10000,3e+05,515400,259761.6,2597616000,2597.616,2.597616
