"","siteID","plotID","totalSampledAreaTrees","plot.AGB","AGB.kg.m2","AGB.Mg.ha","AGB.C.Mg.ha","mean.root.MgC.ha","total.carbon","soil.C.Mg.ha"
"1","BLAN","BLAN_001",400,129.533581804016,0.323833954510041,0.0323833954510041,0.0152201958619719,NA,9513.37,95.1337
"2","BLAN","BLAN_005",400,128.99405976316,0.3224851494079,0.03224851494079,0.0151568020221713,NA,6156.50571428571,61.5650571428571
"3","BLAN","BLAN_009",400,8.82292054912499,0.0220573013728125,0.00220573013728125,0.00103669316452219,NA,NA,NA
"4","BLAN","BLAN_011",400,61.4250734205927,0.153562683551482,0.0153562683551482,0.00721744612691964,NA,7571.28,75.7128
"5","BLAN","BLAN_013",400,79.9253325944834,0.199813331486209,0.0199813331486209,0.0093912265798518,NA,NA,NA
"6","BLAN","BLAN_015",400,10.4878806217813,0.0262197015544533,0.00262197015544533,0.00123232597305931,NA,6406,64.06
"7","BLAN","BLAN_018",400,19.6126493808873,0.0490316234522181,0.00490316234522181,0.00230448630225425,NA,NA,NA
"8","BLAN","BLAN_047",400,0.360511357566134,0.000901278393915335,9.01278393915335e-05,4.23600845140207e-05,0.965577310682407,NA,NA
"9","BLAN","BLAN_050",400,1036.94165451009,2.59235413627522,0.259235413627522,0.121840644404935,4.47169881946444,NA,NA
"10","BLAN","BLAN_055",400,14.799900963863,0.0369997524096576,0.00369997524096576,0.00173898836325391,5.27853440829254,NA,NA
"11","SERC","SERC_001",400,16571.0151284224,41.427537821056,414.27537821056,194.709427758963,NA,9758.54,97.5854
"12","SERC","SERC_002",400,10396.7834185426,25.9919585463565,259.919585463565,122.162205167875,NA,NA,NA
"13","SERC","SERC_003",400,1980.36880208909,4.95092200522272,49.5092200522272,23.2693334245468,NA,NA,NA
"14","SERC","SERC_004",400,24463.9743924888,61.159935981222,611.59935981222,287.451699111744,NA,9318.33,93.1833
"15","SERC","SERC_005",400,12188.5794888865,30.4714487222163,304.714487222163,143.215808994416,NA,NA,NA
